url,plan_name,metal,plan_type,plan_id,price,deductible,oop,benefits,brochure
https://www.healthcare.gov/see-plans/75210/details/33602TX0460006/?county=48113&age=35&smoker=&parent=&pregnant=&mec=&zip=75210&income=25000&step=4,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/75210/details/33602TX0460005/?county=48113&age=35&smoker=&parent=&pregnant=&mec=&zip=75210&income=25000&step=4,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/75210/details/45786TX0020003/?county=48113&age=35&smoker=&parent=&pregnant=&mec=&zip=75210&income=25000&step=4,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/75210/details/85947TX0010009/?county=48113&age=35&smoker=&parent=&pregnant=&mec=&zip=75210&income=25000&step=4,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/75210/details/40788TX0170001/?county=48113&age=35&smoker=&parent=&pregnant=&mec=&zip=75210&income=25000&step=4,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/75210/details/91716TX0080004/?county=48113&age=35&smoker=&parent=&pregnant=&mec=&zip=75210&income=25000&step=4,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/75210/details/85947TX0010010/?county=48113&age=35&smoker=&parent=&pregnant=&mec=&zip=75210&income=25000&step=4,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/75210/details/40788TX0170005/?county=48113&age=35&smoker=&parent=&pregnant=&mec=&zip=75210&income=25000&step=4,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/75210/details/40788TX0170003/?county=48113&age=35&smoker=&parent=&pregnant=&mec=&zip=75210&income=25000&step=4,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/75210/details/33602TX0460003/?county=48113&age=35&smoker=&parent=&pregnant=&mec=&zip=75210&income=25000&step=4,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
