id,state,zip,Plan Category,Plan Type,HP ID (may be blank),Company Name (normalized),Plan Name,ex_enlink,ex_splink,enlink,splink
S5755-087-0,WI,53002,PARTD,PDP,UnitedAmerican,United American,United American - Select (PDP),http://www.uamedicarepartd.com/PDF/Summary_Of_Benefits/English/FD378_UA_Select_SummaryOfBenefits_087_2015.pdf,http://www.uamedicarepartd.com/PDF/Summary_Of_Benefits/Spanish/FD483_UA_Select_SummaryOfBenefits_087_Spanish_2015.pdf,${enlink},${splink}
S5755-121-0,WI,53002,PARTD,PDP,UnitedAmerican,United American,United American - Essential (PDP),http://www.uamedicarepartd.com/PDF/Summary_Of_Benefits/English/FD470_UA_Essential_SummaryOfBenefits_121_2015.pdf,http://www.uamedicarepartd.com/PDF/Summary_Of_Benefits/Spanish/FD490_UA_Essential_SummaryOfBenefits_121_Spanish_2015.pdf,${enlink},${splink}
S5810-186-0,WI,53002,PARTD,PDP,Aetna_Med,Aetna,Aetna Medicare Rx Premier (PDP),http://www.aetnamedicare.com/documents/individual/2015/summaryofbenefits/pdp/wi-pdp-sb-2015.pdf,,${enlink},${splink}
S5810-050-0,WI,53002,PARTD,PDP,Aetna_Med,Aetna,Aetna Medicare Rx Saver (PDP),http://www.aetnamedicare.com/documents/individual/2015/summaryofbenefits/pdp/wi-pdp-sb-2015.pdf,,${enlink},${splink}
S5596-056-0,WI,53002,PARTD,PDP,AnthemBCBS,Anthem BCBS,Anthem Blue MedicareRx Standard (PDP),http://www.anthem.com/shop/content/olspublic/pdf/2015/english/PDP_Kit_Blue_MedRx_WI.pdf,,${enlink},${splink}
S5596-057-0,WI,53002,PARTD,PDP,AnthemBCBS,Anthem BCBS,Anthem Blue MedicareRx Plus (PDP),http://www.anthem.com/shop/content/olspublic/pdf/2015/english/PDP_Kit_Blue_MedRx_WI.pdf,,${enlink},${splink}
S5596-058-0,WI,53002,PARTD,PDP,AnthemBCBS,Anthem BCBS,Anthem Blue MedicareRx Premier (PDP),http://www.anthem.com/shop/content/olspublic/pdf/2015/english/PDP_Kit_Blue_MedRx_WI.pdf,,${enlink},${splink}
S5660-186-0,WI,53002,PARTD,PDP,MedcoMedicare,Medco Medicare,Express Scripts Medicare - Choice (PDP),https://host1.medcohealth.com/art/medicare15/pdf/15sob.pdf,,${enlink},${splink}
S5660-118-0,WI,53002,PARTD,PDP,MedcoMedicare,Medco Medicare,Express Scripts Medicare - Value (PDP),https://host1.medcohealth.com/art/medicare15/pdf/15sob.pdf,,${enlink},${splink}
H9525-003-0,WI,53128,PARTCRX,HMO SNP,AnthemBCBS,Anthem BCBS,Anthem Dual Advantage (HMO SNP),https://www.anthem.com/shop/content/olspublic/pdf/2015/english/HMO_Kit_Dual_WI.pdf,,${enlink},${splink}
H9525-005-0,WI,53128,PARTCRX,HMO,AnthemBCBS,Anthem BCBS,Anthem MediBlue Select (HMO),https://www.anthem.com/shop/content/olspublic/pdf/2015/english/HMO_Kit_Md_Bl_Sel_Ken_WI.pdf,,${enlink},${splink}
H4036-008-0,WI,54307,PARTCRX,PPO,AnthemBCBS,Anthem BCBS,Anthem Medicare Preferred Core (PPO),https://www.anthem.com/shop/content/olspublic/pdf/2015/english/PPO_Kit_Md_Pref_Core_WI.pdf,,${enlink},${splink}
H4036-009-0,WI,53532,PARTCRX,PPO,AnthemBCBS,Anthem BCBS,Anthem Medicare Preferred Standard (PPO),https://www.anthem.com/shop/content/olspublic/pdf/2015/english/PPO_Kit_Md_Pref_Sta_WI.pdf,,${enlink},${splink}
