url,plan_name,metal,plan_type,plan_id,price,deductible,oop,benefits,brochure
https://www.healthcare.gov/see-plans/19114/details/24872PA0010016/?county=42101&age=35&smoker=&parent=&pregnant=&mec=&zip=19114&income=25000&step=4,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/19114/details/64844PA0050010/?county=42101&age=35&smoker=&parent=&pregnant=&mec=&zip=19114&income=25000&step=4,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/19114/details/24872PA0010019/?county=42101&age=35&smoker=&parent=&pregnant=&mec=&zip=19114&income=25000&step=4,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/19114/details/64844PA0050012/?county=42101&age=35&smoker=&parent=&pregnant=&mec=&zip=19114&income=25000&step=4,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/19114/details/31609PA0070010/?county=42101&age=35&smoker=&parent=&pregnant=&mec=&zip=19114&income=25000&step=4,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/19114/details/33906PA0070011/?county=42101&age=35&smoker=&parent=&pregnant=&mec=&zip=19114&income=25000&step=4,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/19114/details/64844PA0050011/?county=42101&age=35&smoker=&parent=&pregnant=&mec=&zip=19114&income=25000&step=4,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/19114/details/24872PA0010010/?county=42101&age=35&smoker=&parent=&pregnant=&mec=&zip=19114&income=25000&step=4,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/19114/details/24872PA0010004/?county=42101&age=35&smoker=&parent=&pregnant=&mec=&zip=19114&income=25000&step=4,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/19114/details/33906PA0070010/?county=42101&age=35&smoker=&parent=&pregnant=&mec=&zip=19114&income=25000&step=4,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/19114/details/31609PA0070006/?age=35&county=42101&income=25000&mec=&parent=&pregnant=&smoker=&start=10&step=4&zip=19114,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/19114/details/33871PA0040004/?age=35&county=42101&income=25000&mec=&parent=&pregnant=&smoker=&start=10&step=4&zip=19114,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/19114/details/64844PA0050016/?age=35&county=42101&income=25000&mec=&parent=&pregnant=&smoker=&start=10&step=4&zip=19114,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/19114/details/24872PA0010001/?age=35&county=42101&income=25000&mec=&parent=&pregnant=&smoker=&start=10&step=4&zip=19114,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/19114/details/33871PA0040006/?age=35&county=42101&income=25000&mec=&parent=&pregnant=&smoker=&start=10&step=4&zip=19114,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/19114/details/31609PA0070004/?age=35&county=42101&income=25000&mec=&parent=&pregnant=&smoker=&start=10&step=4&zip=19114,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/19114/details/64844PA0050017/?age=35&county=42101&income=25000&mec=&parent=&pregnant=&smoker=&start=10&step=4&zip=19114,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/19114/details/64844PA0050015/?age=35&county=42101&income=25000&mec=&parent=&pregnant=&smoker=&start=10&step=4&zip=19114,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/19114/details/64844PA0050013/?age=35&county=42101&income=25000&mec=&parent=&pregnant=&smoker=&start=10&step=4&zip=19114,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/19114/details/33906PA0070013/?age=35&county=42101&income=25000&mec=&parent=&pregnant=&smoker=&start=10&step=4&zip=19114,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/19114/details/33871PA0040003/?age=35&county=42101&income=25000&mec=&parent=&pregnant=&smoker=&start=20&step=4&zip=19114,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/19114/details/64844PA0050018/?age=35&county=42101&income=25000&mec=&parent=&pregnant=&smoker=&start=20&step=4&zip=19114,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/19114/details/19068PA0200006/?age=35&county=42101&income=25000&mec=&parent=&pregnant=&smoker=&start=20&step=4&zip=19114,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/19114/details/33906PA0070014/?age=35&county=42101&income=25000&mec=&parent=&pregnant=&smoker=&start=20&step=4&zip=19114,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/19114/details/33871PA0040005/?age=35&county=42101&income=25000&mec=&parent=&pregnant=&smoker=&start=20&step=4&zip=19114,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/19114/details/19068PA0200020/?age=35&county=42101&income=25000&mec=&parent=&pregnant=&smoker=&start=20&step=4&zip=19114,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/19114/details/31609PA0070003/?age=35&county=42101&income=25000&mec=&parent=&pregnant=&smoker=&start=20&step=4&zip=19114,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/19114/details/64844PA0050014/?age=35&county=42101&income=25000&mec=&parent=&pregnant=&smoker=&start=20&step=4&zip=19114,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/19114/details/31609PA0140002/?age=35&county=42101&income=25000&mec=&parent=&pregnant=&smoker=&start=20&step=4&zip=19114,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/19114/details/33906PA0070012/?age=35&county=42101&income=25000&mec=&parent=&pregnant=&smoker=&start=20&step=4&zip=19114,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/19114/details/19068PA0200013/?age=35&county=42101&income=25000&mec=&parent=&pregnant=&smoker=&start=30&step=4&zip=19114,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/19114/details/33871PA0040002/?age=35&county=42101&income=25000&mec=&parent=&pregnant=&smoker=&start=30&step=4&zip=19114,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/19114/details/19068PA0200027/?age=35&county=42101&income=25000&mec=&parent=&pregnant=&smoker=&start=30&step=4&zip=19114,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/19114/details/33871PA0040001/?age=35&county=42101&income=25000&mec=&parent=&pregnant=&smoker=&start=30&step=4&zip=19114,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/19114/details/31609PA0070002/?age=35&county=42101&income=25000&mec=&parent=&pregnant=&smoker=&start=30&step=4&zip=19114,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/19114/details/31609PA0140001/?age=35&county=42101&income=25000&mec=&parent=&pregnant=&smoker=&start=30&step=4&zip=19114,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/19114/details/19068PA0200034/?age=35&county=42101&income=25000&mec=&parent=&pregnant=&smoker=&start=30&step=4&zip=19114,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/19114/details/31609PA0070001/?age=35&county=42101&income=25000&mec=&parent=&pregnant=&smoker=&start=30&step=4&zip=19114,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/19114/details/31609PA0070009/?age=35&county=42101&income=25000&mec=&parent=&pregnant=&smoker=&start=30&step=4&zip=19114,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/19114/details/19068PA0200041/?age=35&county=42101&income=25000&mec=&parent=&pregnant=&smoker=&start=30&step=4&zip=19114,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
