"provider","state","planid","QA_Apply_page_rate","QA_Apply_page_fee","QA_duration","testprod_Apply_page_rate","testprod_Apply_page_fee","Prod_duration","trendFactor","zipcode","Primary_dob","Primary_gender"
"##Standard Life","al","slaico-${state}-plan-3-5000-30-10000-1000000","${Apply_page_QA_rate}","${QA_fee}","${QA_duration}","${Apply_page_testprod_rate}","${testprod_fee}","${Prod_duration}","${trendFactor}","35215","1/1/1980","F"
"##Standard Life","ak","slaico-${state}-plan-3-5000-30-10000-1000000","${Apply_page_QA_rate}","${QA_fee}","${QA_duration}","${Apply_page_testprod_rate}","${testprod_fee}","${Prod_duration}","${trendFactor}","99504","1/1/1980","F"
"Standard Life","ar","slaico-${state}-plan-3-5000-30-10000-1000000","${Apply_page_QA_rate}","${QA_fee}","${QA_duration}","${Apply_page_testprod_rate}","${testprod_fee}","${Prod_duration}","${trendFactor}","72209","1/1/1980","F"
"Standard Life","az","slaico-${state}-plan-3-5000-30-10000-1000000","${Apply_page_QA_rate}","${QA_fee}","${QA_duration}","${Apply_page_testprod_rate}","${testprod_fee}","${Prod_duration}","${trendFactor}","85364","1/1/1980","F"
"##Standard Life","ca","slaico-${state}-plan-3-5000-30-10000-1000000","${Apply_page_QA_rate}","${QA_fee}","${QA_duration}","${Apply_page_testprod_rate}","${testprod_fee}","${Prod_duration}","${trendFactor}","90011","1/1/1980","F"
"##Standard Life","co","slaico-${state}-plan-3-5000-30-10000-1000000","${Apply_page_QA_rate}","${QA_fee}","${QA_duration}","${Apply_page_testprod_rate}","${testprod_fee}","${Prod_duration}","${trendFactor}","80219","1/1/1980","F"
"##Standard Life","ct","slaico-${state}-plan-3-5000-30-10000-1000000","${Apply_page_QA_rate}","${QA_fee}","${QA_duration}","${Apply_page_testprod_rate}","${testprod_fee}","${Prod_duration}","${trendFactor}","06606","1/1/1980","F"
"Standard Life","de","slaico-${state}-plan-3-5000-30-10000-1000000","${Apply_page_QA_rate}","${QA_fee}","${QA_duration}","${Apply_page_testprod_rate}","${testprod_fee}","${Prod_duration}","${trendFactor}","19805","1/1/1980","F"
"##Standard Life","dc","slaico-${state}-plan-3-5000-30-10000-1000000","${Apply_page_QA_rate}","${QA_fee}","${QA_duration}","${Apply_page_testprod_rate}","${testprod_fee}","${Prod_duration}","${trendFactor}","20015","1/1/1980","F"
"Standard Life","fl","slaico-${state}-plan-3-5000-30-10000-1000000","${Apply_page_QA_rate}","${QA_fee}","${QA_duration}","${Apply_page_testprod_rate}","${testprod_fee}","${Prod_duration}","${trendFactor}","33186","1/1/1980","F"
"##Standard Life","ga","slaico-${state}-plan-3-5000-30-10000-1000000","${Apply_page_QA_rate}","${QA_fee}","${QA_duration}","${Apply_page_testprod_rate}","${testprod_fee}","${Prod_duration}","${trendFactor}","30044","1/1/1980","F"
"##Standard Life","hi","slaico-${state}-plan-3-5000-30-10000-1000000","${Apply_page_QA_rate}","${QA_fee}","${QA_duration}","${Apply_page_testprod_rate}","${testprod_fee}","${Prod_duration}","${trendFactor}","96818","1/1/1980","F"
"Standard Life","ia","slaico-${state}-plan-3-5000-30-10000-1000000","${Apply_page_QA_rate}","${QA_fee}","${QA_duration}","${Apply_page_testprod_rate}","${testprod_fee}","${Prod_duration}","${trendFactor}","50317","1/1/1980","F"
"Standard Life","id","slaico-${state}-plan-3-5000-30-10000-1000000","${Apply_page_QA_rate}","${QA_fee}","${QA_duration}","${Apply_page_testprod_rate}","${testprod_fee}","${Prod_duration}","${trendFactor}","83709","1/1/1980","F"
"Standard Life","il","slaico-${state}-plan-3-5000-30-10000-1000000","${Apply_page_QA_rate}","${QA_fee}","${QA_duration}","${Apply_page_testprod_rate}","${testprod_fee}","${Prod_duration}","${trendFactor}","60629","1/1/1980","F"
"Standard Life","in","slaico-${state}-plan-3-5000-30-10000-1000000","${Apply_page_QA_rate}","${QA_fee}","${QA_duration}","${Apply_page_testprod_rate}","${testprod_fee}","${Prod_duration}","${trendFactor}","46227","1/1/1980","F"
"##Standard Life","ks","slaico-${state}-plan-3-5000-30-10000-1000000","${Apply_page_QA_rate}","${QA_fee}","${QA_duration}","${Apply_page_testprod_rate}","${testprod_fee}","${Prod_duration}","${trendFactor}","66062","1/1/1980","F"
"Standard Life","ky","slaico-${state}-plan-3-5000-30-10000-1000000","${Apply_page_QA_rate}","${QA_fee}","${QA_duration}","${Apply_page_testprod_rate}","${testprod_fee}","${Prod_duration}","${trendFactor}","40214","1/1/1980","F"
"Standard Life","la","slaico-${state}-plan-3-5000-30-10000-1000000","${Apply_page_QA_rate}","${QA_fee}","${QA_duration}","${Apply_page_testprod_rate}","${testprod_fee}","${Prod_duration}","${trendFactor}","70816","1/1/1980","F"
"##Standard Life","ma","slaico-${state}-plan-3-5000-30-10000-1000000","${Apply_page_QA_rate}","${QA_fee}","${QA_duration}","${Apply_page_testprod_rate}","${testprod_fee}","${Prod_duration}","${trendFactor}","02128","1/1/1980","F"
"##Standard Life","md","slaico-${state}-plan-3-5000-30-10000-1000000","${Apply_page_QA_rate}","${QA_fee}","${QA_duration}","${Apply_page_testprod_rate}","${testprod_fee}","${Prod_duration}","${trendFactor}","21215","1/1/1980","F"
"##Standard Life","me","slaico-${state}-plan-3-5000-30-10000-1000000","${Apply_page_QA_rate}","${QA_fee}","${QA_duration}","${Apply_page_testprod_rate}","${testprod_fee}","${Prod_duration}","${trendFactor}","04401","1/1/1980","F"
"Standard Life","mi","slaico-${state}-plan-3-5000-30-10000-1000000","${Apply_page_QA_rate}","${QA_fee}","${QA_duration}","${Apply_page_testprod_rate}","${testprod_fee}","${Prod_duration}","${trendFactor}","48228","1/1/1980","F"
"##Standard Life","mn","slaico-${state}-plan-3-5000-30-10000-1000000","${Apply_page_QA_rate}","${QA_fee}","${QA_duration}","${Apply_page_testprod_rate}","${testprod_fee}","${Prod_duration}","${trendFactor}","55106","1/1/1980","F"
"##Standard Life","mo","slaico-${state}-plan-3-5000-30-10000-1000000","${Apply_page_QA_rate}","${QA_fee}","${QA_duration}","${Apply_page_testprod_rate}","${testprod_fee}","${Prod_duration}","${trendFactor}","63129","1/1/1980","F"
"Standard Life","ms","slaico-${state}-plan-3-5000-30-10000-1000000","${Apply_page_QA_rate}","${QA_fee}","${QA_duration}","${Apply_page_testprod_rate}","${testprod_fee}","${Prod_duration}","${trendFactor}","39503","1/1/1980","F"
"##Standard Life","mt","slaico-${state}-plan-3-5000-30-10000-1000000","${Apply_page_QA_rate}","${QA_fee}","${QA_duration}","${Apply_page_testprod_rate}","${testprod_fee}","${Prod_duration}","${trendFactor}","59102","1/1/1980","F"
"##Standard Life","nc","slaico-${state}-plan-3-5000-30-10000-1000000","${Apply_page_QA_rate}","${QA_fee}","${QA_duration}","${Apply_page_testprod_rate}","${testprod_fee}","${Prod_duration}","${trendFactor}","28269","1/1/1980","F"
"Standard Life","nd","slaico-${state}-plan-3-5000-30-10000-1000000","${Apply_page_QA_rate}","${QA_fee}","${QA_duration}","${Apply_page_testprod_rate}","${testprod_fee}","${Prod_duration}","${trendFactor}","58103","1/1/1980","F"
"Standard Life","ne","slaico-${state}-plan-3-5000-30-10000-1000000","${Apply_page_QA_rate}","${QA_fee}","${QA_duration}","${Apply_page_testprod_rate}","${testprod_fee}","${Prod_duration}","${trendFactor}","68104","1/1/1980","F"
"##Standard Life","nh","slaico-${state}-plan-3-5000-30-10000-1000000","${Apply_page_QA_rate}","${QA_fee}","${QA_duration}","${Apply_page_testprod_rate}","${testprod_fee}","${Prod_duration}","${trendFactor}","03103","1/1/1980","F"
"##Standard Life","nj","slaico-${state}-plan-3-5000-30-10000-1000000","${Apply_page_QA_rate}","${QA_fee}","${QA_duration}","${Apply_page_testprod_rate}","${testprod_fee}","${Prod_duration}","${trendFactor}","08701","1/1/1980","F"
"##Standard Life","nm","slaico-${state}-plan-3-5000-30-10000-1000000","${Apply_page_QA_rate}","${QA_fee}","${QA_duration}","${Apply_page_testprod_rate}","${testprod_fee}","${Prod_duration}","${trendFactor}","87121","1/1/1980","F"
"Standard Life","nv","slaico-${state}-plan-3-5000-30-10000-1000000","${Apply_page_QA_rate}","${QA_fee}","${QA_duration}","${Apply_page_testprod_rate}","${testprod_fee}","${Prod_duration}","${trendFactor}","89110","1/1/1980","F"
"##Standard Life","ny","slaico-${state}-plan-3-5000-30-10000-1000000","${Apply_page_QA_rate}","${QA_fee}","${QA_duration}","${Apply_page_testprod_rate}","${testprod_fee}","${Prod_duration}","${trendFactor}","11226","1/1/1980","F"
"Standard Life","oh","slaico-${state}-plan-3-5000-30-10000-1000000","${Apply_page_QA_rate}","${QA_fee}","${QA_duration}","${Apply_page_testprod_rate}","${testprod_fee}","${Prod_duration}","${trendFactor}","43228","1/1/1980","F"
"Standard Life","ok","slaico-${state}-plan-3-5000-30-10000-1000000","${Apply_page_QA_rate}","${QA_fee}","${QA_duration}","${Apply_page_testprod_rate}","${testprod_fee}","${Prod_duration}","${trendFactor}","73160","1/1/1980","F"
"##Standard Life","or","slaico-${state}-plan-3-5000-30-10000-1000000","${Apply_page_QA_rate}","${QA_fee}","${QA_duration}","${Apply_page_testprod_rate}","${testprod_fee}","${Prod_duration}","${trendFactor}","97229","1/1/1980","F"
"##Standard Life","pa","slaico-${state}-plan-3-5000-30-10000-1000000","${Apply_page_QA_rate}","${QA_fee}","${QA_duration}","${Apply_page_testprod_rate}","${testprod_fee}","${Prod_duration}","${trendFactor}","19120","1/1/1980","F"
"##Standard Life","ri","slaico-${state}-plan-3-5000-30-10000-1000000","${Apply_page_QA_rate}","${QA_fee}","${QA_duration}","${Apply_page_testprod_rate}","${testprod_fee}","${Prod_duration}","${trendFactor}","02909","1/1/1980","F"
"Standard Life","sc","slaico-${state}-plan-3-5000-30-10000-1000000","${Apply_page_QA_rate}","${QA_fee}","${QA_duration}","${Apply_page_testprod_rate}","${testprod_fee}","${Prod_duration}","${trendFactor}","29223","1/1/1980","F"
"##Standard Life","sd","slaico-${state}-plan-3-5000-30-10000-1000000","${Apply_page_QA_rate}","${QA_fee}","${QA_duration}","${Apply_page_testprod_rate}","${testprod_fee}","${Prod_duration}","${trendFactor}","57106","1/1/1980","F"
"Standard Life","tn","slaico-${state}-plan-3-5000-30-10000-1000000","${Apply_page_QA_rate}","${QA_fee}","${QA_duration}","${Apply_page_testprod_rate}","${testprod_fee}","${Prod_duration}","${trendFactor}","37230","1/1/1980","F"
"Standard Life","tx","slaico-${state}-plan-3-5000-30-10000-1000000","${Apply_page_QA_rate}","${QA_fee}","${QA_duration}","${Apply_page_testprod_rate}","${testprod_fee}","${Prod_duration}","${trendFactor}","79936","1/1/1980","F"
"##Standard Life","ut","slaico-${state}-plan-3-5000-30-10000-1000000","${Apply_page_QA_rate}","${QA_fee}","${QA_duration}","${Apply_page_testprod_rate}","${testprod_fee}","${Prod_duration}","${trendFactor}","84120","1/1/1980","F"
"Standard Life","va","slaico-${state}-plan-3-5000-30-10000-1000000","${Apply_page_QA_rate}","${QA_fee}","${QA_duration}","${Apply_page_testprod_rate}","${testprod_fee}","${Prod_duration}","${trendFactor}","23464","1/1/1980","F"
"##Standard Life","vt","slaico-${state}-plan-3-5000-30-10000-1000000","${Apply_page_QA_rate}","${QA_fee}","${QA_duration}","${Apply_page_testprod_rate}","${testprod_fee}","${Prod_duration}","${trendFactor}","05401","1/1/1980","F"
"##Standard Life","wa","slaico-${state}-plan-3-5000-30-10000-1000000","${Apply_page_QA_rate}","${QA_fee}","${QA_duration}","${Apply_page_testprod_rate}","${testprod_fee}","${Prod_duration}","${trendFactor}","98115","1/1/1980","F"
"##Standard Life","wi","slaico-${state}-plan-3-5000-30-10000-1000000","${Apply_page_QA_rate}","${QA_fee}","${QA_duration}","${Apply_page_testprod_rate}","${testprod_fee}","${Prod_duration}","${trendFactor}","53215","1/1/1980","F"
"Standard Life","wv","slaico-${state}-plan-3-5000-30-10000-1000000","${Apply_page_QA_rate}","${QA_fee}","${QA_duration}","${Apply_page_testprod_rate}","${testprod_fee}","${Prod_duration}","${trendFactor}","25302","1/1/1980","F"
