,url,price,plan_name,plan_id,metal,plan_type,deductible,oop,benefits,brochure
1,http://www.healthpocket.com/individual-health-insurance/plan/2015-blue-cross-and-blue-shield-of-texas-blue-advantage-bronze-hmo-006-slifb,${price},${plan_name},${plan_id},${metal},${plan_type},${deductible},${oop},${benefits},${brochure}
2,http://www.healthpocket.com/individual-health-insurance/plan/2015-blue-cross-and-blue-shield-of-texas-blue-advantage-bronze-hmo-005-lgto4,${price},${plan_name},${plan_id},${metal},${plan_type},${deductible},${oop},${benefits},${brochure}
3,http://www.healthpocket.com/individual-health-insurance/plan/2015-molina-marketplace-molina-marketplace-choice-bronze-plan-q6q8c,${price},${plan_name},${plan_id},${metal},${plan_type},${deductible},${oop},${benefits},${brochure}
4,http://www.healthpocket.com/individual-health-insurance/plan/2015-unitedhealthcare-unitedhealthcare-bronze-compass-hsa-4900-41xkp,${price},${plan_name},${plan_id},${metal},${plan_type},${deductible},${oop},${benefits},${brochure}
5,http://www.healthpocket.com/individual-health-insurance/plan/2015-insurance-company-of-scott-white-ppo-5000-mvpjh,${price},${plan_name},${plan_id},${metal},${plan_type},${deductible},${oop},${benefits},${brochure}
6,http://www.healthpocket.com/individual-health-insurance/plan/2015-scott-and-white-health-plan-scott-and-white-health-plan-bronze-6000-50ov-plipz,${price},${plan_name},${plan_id},${metal},${plan_type},${deductible},${oop},${benefits},${brochure}
7,http://www.healthpocket.com/individual-health-insurance/plan/2015-aetna-aetna-bronze-hsa-eligible-z0fzy,${price},${plan_name},${plan_id},${metal},${plan_type},${deductible},${oop},${benefits},${brochure}
8,http://www.healthpocket.com/individual-health-insurance/plan/2015-insurance-company-of-scott-white-ppo-5000-hdhp-kx8hz,${price},${plan_name},${plan_id},${metal},${plan_type},${deductible},${oop},${benefits},${brochure}
9,http://www.healthpocket.com/individual-health-insurance/plan/2015-insurance-company-of-scott-white-ppo-6600-dt2ak,${price},${plan_name},${plan_id},${metal},${plan_type},${deductible},${oop},${benefits},${brochure}
10,http://www.healthpocket.com/individual-health-insurance/plan/2015-insurance-company-of-scott-white-ppo-3500-hdhp-0au53,${price},${plan_name},${plan_id},${metal},${plan_type},${deductible},${oop},${benefits},${brochure}
11,http://www.healthpocket.com/individual-health-insurance/plan/2015-unitedhealthcare-unitedhealthcare-bronze-compass-5500-9fv90,${price},${plan_name},${plan_id},${metal},${plan_type},${deductible},${oop},${benefits},${brochure}
12,http://www.healthpocket.com/individual-health-insurance/plan/2015-scott-and-white-health-plan-scott-and-white-health-plan-bronze-6600-60ov-4p7pu,${price},${plan_name},${plan_id},${metal},${plan_type},${deductible},${oop},${benefits},${brochure}
13,http://www.healthpocket.com/individual-health-insurance/plan/2015-scott-and-white-health-plan-scott-and-white-health-plan-bronze-6600-jpzkr,${price},${plan_name},${plan_id},${metal},${plan_type},${deductible},${oop},${benefits},${brochure}
14,http://www.healthpocket.com/individual-health-insurance/plan/2015-blue-cross-and-blue-shield-of-texas-blue-advantage-silver-hmo-003-az7sy,${price},${plan_name},${plan_id},${metal},${plan_type},${deductible},${oop},${benefits},${brochure}
15,http://www.healthpocket.com/individual-health-insurance/plan/2015-molina-marketplace-molina-marketplace-choice-silver-plan-60srs,${price},${plan_name},${plan_id},${metal},${plan_type},${deductible},${oop},${benefits},${brochure}
16,http://www.healthpocket.com/individual-health-insurance/plan/2015-molina-marketplace-molina-marketplace-silver-plan-6aye0,${price},${plan_name},${plan_id},${metal},${plan_type},${deductible},${oop},${benefits},${brochure}
17,http://www.healthpocket.com/individual-health-insurance/plan/2015-scott-and-white-health-plan-scott-and-white-health-plan-bronze-6000-35ov-2ywkg,${price},${plan_name},${plan_id},${metal},${plan_type},${deductible},${oop},${benefits},${brochure}
18,http://www.healthpocket.com/individual-health-insurance/plan/2015-aetna-aetna-bronze-20-copay-0j73q,${price},${plan_name},${plan_id},${metal},${plan_type},${deductible},${oop},${benefits},${brochure}
19,http://www.healthpocket.com/individual-health-insurance/plan/2015-unitedhealthcare-unitedhealthcare-silver-compass-hsa-2600-6ecrn,${price},${plan_name},${plan_id},${metal},${plan_type},${deductible},${oop},${benefits},${brochure}
20,http://www.healthpocket.com/individual-health-insurance/plan/2015-blue-cross-and-blue-shield-of-texas-blue-advantage-silver-hmo-004-514ln,${price},${plan_name},${plan_id},${metal},${plan_type},${deductible},${oop},${benefits},${brochure}
21,http://www.healthpocket.com/individual-health-insurance/plan/2015-scott-and-white-health-plan-scott-and-white-health-plan-silver-3000-hcx81,${price},${plan_name},${plan_id},${metal},${plan_type},${deductible},${oop},${benefits},${brochure}
22,http://www.healthpocket.com/individual-health-insurance/plan/2015-insurance-company-of-scott-white-ppo-2500-g6yjv,${price},${plan_name},${plan_id},${metal},${plan_type},${deductible},${oop},${benefits},${brochure}
23,http://www.healthpocket.com/individual-health-insurance/plan/2015-scott-and-white-health-plan-scott-and-white-health-plan-bronze-5000-hsa-pz4n2,${price},${plan_name},${plan_id},${metal},${plan_type},${deductible},${oop},${benefits},${brochure}
24,http://www.healthpocket.com/individual-health-insurance/plan/2015-unitedhealthcare-life-insurance-company-bronze-hsa-100-9y5o0,${price},${plan_name},${plan_id},${metal},${plan_type},${deductible},${oop},${benefits},${brochure}
25,http://www.healthpocket.com/individual-health-insurance/plan/2015-unitedhealthcare-unitedhealthcare-silver-compass-2000-6vkvy,${price},${plan_name},${plan_id},${metal},${plan_type},${deductible},${oop},${benefits},${brochure}
26,http://www.healthpocket.com/individual-health-insurance/plan/2015-blue-cross-and-blue-shield-of-texas-blue-choice-bronze-ppo-006-695kq,${price},${plan_name},${plan_id},${metal},${plan_type},${deductible},${oop},${benefits},${brochure}
27,http://www.healthpocket.com/individual-health-insurance/plan/2015-scott-and-white-health-plan-scott-and-white-health-plan-silver-2500-30ov-yv35y,${price},${plan_name},${plan_id},${metal},${plan_type},${deductible},${oop},${benefits},${brochure}
28,http://www.healthpocket.com/individual-health-insurance/plan/2015-unitedhealthcare-unitedhealthcare-silver-compass-3500-1-atq38,${price},${plan_name},${plan_id},${metal},${plan_type},${deductible},${oop},${benefits},${brochure}
29,http://www.healthpocket.com/individual-health-insurance/plan/2015-unitedhealthcare-unitedhealthcare-silver-compass-5000-dpwjc,${price},${plan_name},${plan_id},${metal},${plan_type},${deductible},${oop},${benefits},${brochure}
30,http://www.healthpocket.com/individual-health-insurance/plan/2015-unitedhealthcare-unitedhealthcare-silver-compass-hsa-1600-ygcag,${price},${plan_name},${plan_id},${metal},${plan_type},${deductible},${oop},${benefits},${brochure}
31,http://www.healthpocket.com/individual-health-insurance/plan/2015-scott-and-white-health-plan-scott-and-white-health-plan-silver-2500-ov35-e3j79,${price},${plan_name},${plan_id},${metal},${plan_type},${deductible},${oop},${benefits},${brochure}
32,http://www.healthpocket.com/individual-health-insurance/plan/2015-insurance-company-of-scott-white-ppo-2500-hdhp-gmp7o,${price},${plan_name},${plan_id},${metal},${plan_type},${deductible},${oop},${benefits},${brochure}
33,http://www.healthpocket.com/individual-health-insurance/plan/2015-cigna-healthcare-mycigna-health-savings-6100-ovkoc,${price},${plan_name},${plan_id},${metal},${plan_type},${deductible},${oop},${benefits},${brochure}
34,http://www.healthpocket.com/individual-health-insurance/plan/2015-blue-cross-and-blue-shield-of-texas-blue-choice-bronze-ppo-005-p9fbp,${price},${plan_name},${plan_id},${metal},${plan_type},${deductible},${oop},${benefits},${brochure}
35,http://www.healthpocket.com/individual-health-insurance/plan/2015-blue-cross-and-blue-shield-of-texas-blue-cross-blue-shield-basic-5-a-multi-state-plan-eks3q,${price},${plan_name},${plan_id},${metal},${plan_type},${deductible},${oop},${benefits},${brochure}
36,http://www.healthpocket.com/individual-health-insurance/plan/2015-cigna-healthcare-mycignahealth-flex-5000-bronze-9egpz,${price},${plan_name},${plan_id},${metal},${plan_type},${deductible},${oop},${benefits},${brochure}
37,http://www.healthpocket.com/individual-health-insurance/plan/2015-unitedhealthcare-life-insurance-company-bronze-copay-select-2-s287e,${price},${plan_name},${plan_id},${metal},${plan_type},${deductible},${oop},${benefits},${brochure}
38,http://www.healthpocket.com/individual-health-insurance/plan/2015-insurance-company-of-scott-white-ppo-1500-t2mwg,${price},${plan_name},${plan_id},${metal},${plan_type},${deductible},${oop},${benefits},${brochure}
39,http://www.healthpocket.com/individual-health-insurance/plan/2015-unitedhealthcare-unitedhealthcare-gold-compass-500-htowg,${price},${plan_name},${plan_id},${metal},${plan_type},${deductible},${oop},${benefits},${brochure}
40,http://www.healthpocket.com/individual-health-insurance/plan/2015-unitedhealthcare-life-insurance-company-bronze-copay-select-1-1wxr8,${price},${plan_name},${plan_id},${metal},${plan_type},${deductible},${oop},${benefits},${brochure}
41,http://www.healthpocket.com/individual-health-insurance/plan/2015-scott-and-white-health-plan-scott-and-white-health-plan-silver-2750-hsa-vn4vw,${price},${plan_name},${plan_id},${metal},${plan_type},${deductible},${oop},${benefits},${brochure}
42,http://www.healthpocket.com/individual-health-insurance/plan/2015-unitedhealthcare-unitedhealthcare-gold-compass-1250-yiwiz,${price},${plan_name},${plan_id},${metal},${plan_type},${deductible},${oop},${benefits},${brochure}
43,http://www.healthpocket.com/individual-health-insurance/plan/2015-molina-marketplace-molina-marketplace-choice-gold-plan-womty,${price},${plan_name},${plan_id},${metal},${plan_type},${deductible},${oop},${benefits},${brochure}
44,http://www.healthpocket.com/individual-health-insurance/plan/2015-insurance-company-of-scott-white-ppo-premier-1000-19pih,${price},${plan_name},${plan_id},${metal},${plan_type},${deductible},${oop},${benefits},${brochure}
45,http://www.healthpocket.com/individual-health-insurance/plan/2015-molina-marketplace-molina-marketplace-gold-plan-oe2gc,${price},${plan_name},${plan_id},${metal},${plan_type},${deductible},${oop},${benefits},${brochure}
46,http://www.healthpocket.com/individual-health-insurance/plan/2015-blue-cross-and-blue-shield-of-texas-blue-advantage-gold-hmo-001-fw6ji,${price},${plan_name},${plan_id},${metal},${plan_type},${deductible},${oop},${benefits},${brochure}
47,http://www.healthpocket.com/individual-health-insurance/plan/2015-scott-and-white-health-plan-scott-and-white-health-plan-gold-1000-m40ko,${price},${plan_name},${plan_id},${metal},${plan_type},${deductible},${oop},${benefits},${brochure}
48,http://www.healthpocket.com/individual-health-insurance/plan/2015-insurance-company-of-scott-white-ppo-premier-750-azo11,${price},${plan_name},${plan_id},${metal},${plan_type},${deductible},${oop},${benefits},${brochure}
49,http://www.healthpocket.com/individual-health-insurance/plan/2015-blue-cross-and-blue-shield-of-texas-blue-advantage-gold-hmo-002-lwull,${price},${plan_name},${plan_id},${metal},${plan_type},${deductible},${oop},${benefits},${brochure}
50,http://www.healthpocket.com/individual-health-insurance/plan/2015-unitedhealthcare-life-insurance-company-silver-copay-select-2-y03f2,${price},${plan_name},${plan_id},${metal},${plan_type},${deductible},${oop},${benefits},${brochure}
51,http://www.healthpocket.com/individual-health-insurance/plan/2015-unitedhealthcare-life-insurance-company-silver-hsa-100-2pwzk,${price},${plan_name},${plan_id},${metal},${plan_type},${deductible},${oop},${benefits},${brochure}
52,http://www.healthpocket.com/individual-health-insurance/plan/2015-blue-cross-and-blue-shield-of-texas-blue-advantage-gold-hmo-007-9uqor,${price},${plan_name},${plan_id},${metal},${plan_type},${deductible},${oop},${benefits},${brochure}
53,http://www.healthpocket.com/individual-health-insurance/plan/2015-insurance-company-of-scott-white-ppo-premier-500-277in,${price},${plan_name},${plan_id},${metal},${plan_type},${deductible},${oop},${benefits},${brochure}
54,http://www.healthpocket.com/individual-health-insurance/plan/2015-unitedhealthcare-life-insurance-company-silver-copay-select-1-i6flb,${price},${plan_name},${plan_id},${metal},${plan_type},${deductible},${oop},${benefits},${brochure}
55,http://www.healthpocket.com/individual-health-insurance/plan/2015-aetna-aetna-silver-10-copay-t8fsf,${price},${plan_name},${plan_id},${metal},${plan_type},${deductible},${oop},${benefits},${brochure}
56,http://www.healthpocket.com/individual-health-insurance/plan/2015-unitedhealthcare-unitedhealthcare-platinum-compass-250-58tlw,${price},${plan_name},${plan_id},${metal},${plan_type},${deductible},${oop},${benefits},${brochure}
57,http://www.healthpocket.com/individual-health-insurance/plan/2015-cigna-healthcare-mycigna-health-flex-2750-9itod,${price},${plan_name},${plan_id},${metal},${plan_type},${deductible},${oop},${benefits},${brochure}
58,http://www.healthpocket.com/individual-health-insurance/plan/2015-blue-cross-and-blue-shield-of-texas-blue-cross-blue-shield-solution-4-a-multi-state-plan-loaz9,${price},${plan_name},${plan_id},${metal},${plan_type},${deductible},${oop},${benefits},${brochure}
59,http://www.healthpocket.com/individual-health-insurance/plan/2015-cigna-healthcare-mycigna-health-flex-5000-76xqz,${price},${plan_name},${plan_id},${metal},${plan_type},${deductible},${oop},${benefits},${brochure}
60,http://www.healthpocket.com/individual-health-insurance/plan/2015-cigna-healthcare-mycigna-health-flex-1500-bekxj,${price},${plan_name},${plan_id},${metal},${plan_type},${deductible},${oop},${benefits},${brochure}
61,http://www.healthpocket.com/individual-health-insurance/plan/2015-scott-and-white-health-plan-scott-and-white-health-plan-gold-1400-hsa-6po8u,${price},${plan_name},${plan_id},${metal},${plan_type},${deductible},${oop},${benefits},${brochure}
62,http://www.healthpocket.com/individual-health-insurance/plan/2015-enterprise-life-insurance-company-ehb-2015-ip-tx-elic-ehdod,${price},${plan_name},${plan_id},${metal},${plan_type},${deductible},${oop},${benefits},${brochure}
63,http://www.healthpocket.com/individual-health-insurance/plan/2015-freedom-life-insurance-ehb-2014-ip-tx-flic-bkulc,${price},${plan_name},${plan_id},${metal},${plan_type},${deductible},${oop},${benefits},${brochure}
64,http://www.healthpocket.com/individual-health-insurance/plan/2015-national-foundation-life-insurance-ehb-2015-ip-tx-nfl-ga89i,${price},${plan_name},${plan_id},${metal},${plan_type},${deductible},${oop},${benefits},${brochure}
