id,state,zip,Plan Category,Plan Type,HP ID (may be blank),Company Name (normalized),Plan Name,ex_enlink,ex_splink,enlink,splink
H5471-039-0,FL,32703,PARTCRX,HMO SNP,SimplyHealthcare_FL,Simply Healthcare,Simply Complete (HMO SNP),http://www.simplyhealthcareplans.com/sites/default/files/039%20SOB%20COMPLETE_08202014web.pdf,http://www.simplyhealthcareplans.com/sites/default/files/039S%20SOB%20COMPLETE_08252014web.pdf,${enlink},${splink}
H5471-042-0,FL,32703,PARTCRX,HMO SNP,SimplyHealthcare_FL,Simply Healthcare,Simply Level (HMO SNP),http://www.simplyhealthcareplans.com/sites/default/files/042%20SOB%20LEVEL_08252014web.pdf,http://www.simplyhealthcareplans.com/sites/default/files/042S%20SOB%20LEVEL_08252014web.pdf,${enlink},${splink}
H5471-043-0,FL,32703,PARTCRX,HMO,SimplyHealthcare_FL,Simply Healthcare,Simply More (HMO),http://www.simplyhealthcareplans.com/sites/default/files/043%20SOB%20MORE_08142014web.pdf,http://www.simplyhealthcareplans.com/sites/default/files/043S%20SOB%20MORE_08252014web.pdf,${enlink},${splink}
H5471-012-0,FL,33002,PARTCRX,HMO SNP,SimplyHealthcare_FL,Simply Healthcare,Simply Level (HMO SNP),http://www.simplyhealthcareplans.com/sites/default/files/012%20SOB%20LEVEL_08142014web.pdf,http://www.simplyhealthcareplans.com/sites/default/files/012S%20SOB%20LEVEL_08252014web.pdf,${enlink},${splink}
H5471-009-0,FL,33002,PARTCRX,HMO SNP,SimplyHealthcare_FL,Simply Healthcare,Simply Comfort (HMO SNP),http://www.simplyhealthcareplans.com/sites/default/files/008_009%20SOB%20CARE_COMFORT_08142014web.pdf,http://www.simplyhealthcareplans.com/sites/default/files/008_009S%20SOB%20CARE_COMFORTweb.pdf,${enlink},${splink}
H5471-008-0,FL,33002,PARTCRX,HMO SNP,SimplyHealthcare_FL,Simply Healthcare,Simply Care (HMO SNP),http://www.simplyhealthcareplans.com/sites/default/files/008_009%20SOB%20CARE_COMFORT_08142014web.pdf,http://www.simplyhealthcareplans.com/sites/default/files/008_009S%20SOB%20CARE_COMFORTweb.pdf,${enlink},${splink}
H5471-004-0,FL,33002,PARTCRX,HMO,SimplyHealthcare_FL,Simply Healthcare,Simply Extra (HMO),http://www.simplyhealthcareplans.com/sites/default/files/002_004%20SOB%20MORE_EXTRA_08222014web.pdf,http://www.simplyhealthcareplans.com/sites/default/files/002_004S%20SOB%20MORE_EXTRA_08252014web.pdf,${enlink},${splink}
H5471-002-0,FL,33002,PARTCRX,HMO,SimplyHealthcare_FL,Simply Healthcare,Simply More (HMO),http://www.simplyhealthcareplans.com/sites/default/files/002_004%20SOB%20MORE_EXTRA_08222014web.pdf,http://www.simplyhealthcareplans.com/sites/default/files/002_004S%20SOB%20MORE_EXTRA_08252014web.pdf,${enlink},${splink}
H5471-001-0,FL,33002,PARTCRX,HMO SNP,SimplyHealthcare_FL,Simply Healthcare,Simply Complete (HMO SNP),http://www.simplyhealthcareplans.com/sites/default/files/001%20SOB%20COMPLETE_08202014web.pdf,http://www.simplyhealthcareplans.com/sites/default/files/001S%20SOB%20COMPLETE_08252014web.pdf,${enlink},${splink}
H5471-022-0,FL,33547,PARTCRX,HMO,SimplyHealthcare_FL,Simply Healthcare,Simply Extra (HMO),http://www.simplyhealthcareplans.com/sites/default/files/021_022%20MORE_EXTRA_08222014web.pdf,http://www.simplyhealthcareplans.com/sites/default/files/021_022S%20MORE_EXTRA_08252014web.pdf,${enlink},${splink}
H5471-021-0,FL,33547,PARTCRX,HMO,SimplyHealthcare_FL,Simply Healthcare,Simply More (HMO),http://www.simplyhealthcareplans.com/sites/default/files/021_022%20MORE_EXTRA_08222014web.pdf,http://www.simplyhealthcareplans.com/sites/default/files/021_022S%20MORE_EXTRA_08252014web.pdf,${enlink},${splink}
H5471-020-0,FL,33547,PARTCRX,HMO SNP,SimplyHealthcare_FL,Simply Healthcare,Simply Level (HMO SNP),http://www.simplyhealthcareplans.com/sites/default/files/020%20SOB%20LEVEL_08142014web.pdf,http://www.simplyhealthcareplans.com/sites/default/files/020S%20SOB%20LEVEL_08252014web.pdf,${enlink},${splink}
H5471-007-0,FL,33547,PARTCRX,HMO SNP,SimplyHealthcare_FL,Simply Healthcare,Simply Complete (HMO SNP),http://www.simplyhealthcareplans.com/sites/default/files/007%20SOB%20COMPLETE_08202014web.pdf,http://www.simplyhealthcareplans.com/sites/default/files/007S%20SOB%20COMPLETE_08252014web.pdf,${enlink},${splink}
