,url,price,plan_name,plan_id,metal,plan_type,deductible,oop,benefits,brochure
1,http://www.healthpocket.com/individual-health-insurance/plan/2015-unitedhealthcare-unitedhealthcare-bronze-compass-hsa-4900-0m5wf,${price},${plan_name},${plan_id},${metal},${plan_type},${deductible},${oop},${benefits},${brochure}
2,http://www.healthpocket.com/individual-health-insurance/plan/2015-aetna-aetna-bronze-15-copay-hmo-savings-plus-hb5k6,${price},${plan_name},${plan_id},${metal},${plan_type},${deductible},${oop},${benefits},${brochure}
3,http://www.healthpocket.com/individual-health-insurance/plan/2015-unitedhealthcare-unitedhealthcare-bronze-compass-5500-t4czd,${price},${plan_name},${plan_id},${metal},${plan_type},${deductible},${oop},${benefits},${brochure}
4,http://www.healthpocket.com/individual-health-insurance/plan/2015-aetna-aetna-bronze-deductible-only-hsa-eligible-hmo-9tlcv,${price},${plan_name},${plan_id},${metal},${plan_type},${deductible},${oop},${benefits},${brochure}
5,http://www.healthpocket.com/individual-health-insurance/plan/2015-independence-blue-cross-personal-choice-bronze-basic-5p1nf,${price},${plan_name},${plan_id},${metal},${plan_type},${deductible},${oop},${benefits},${brochure}
6,http://www.healthpocket.com/individual-health-insurance/plan/2015-aetna-aetna-bronze-deductible-only-hsa-eligible-oamc-d2ek6,${price},${plan_name},${plan_id},${metal},${plan_type},${deductible},${oop},${benefits},${brochure}
7,http://www.healthpocket.com/individual-health-insurance/plan/2015-aetna-aetna-bronze-20-copay-hmo-ef1gv,${price},${plan_name},${plan_id},${metal},${plan_type},${deductible},${oop},${benefits},${brochure}
8,http://www.healthpocket.com/individual-health-insurance/plan/2015-unitedhealthcare-unitedhealthcare-silver-compass-5000-qtfzd,${price},${plan_name},${plan_id},${metal},${plan_type},${deductible},${oop},${benefits},${brochure}
9,http://www.healthpocket.com/individual-health-insurance/plan/2015-unitedhealthcare-unitedhealthcare-silver-compass-hsa-1600-p3b9h,${price},${plan_name},${plan_id},${metal},${plan_type},${deductible},${oop},${benefits},${brochure}
10,http://www.healthpocket.com/individual-health-insurance/plan/2015-aetna-aetna-bronze-20-copay-oamc-f2k40,${price},${plan_name},${plan_id},${metal},${plan_type},${deductible},${oop},${benefits},${brochure}
11,http://www.healthpocket.com/individual-health-insurance/plan/2015-independence-blue-cross-personal-choice-ppo-bronze-reserve-979lf,${price},${plan_name},${plan_id},${metal},${plan_type},${deductible},${oop},${benefits},${brochure}
